ID,Name,ChineseName,VideoCount
2303,kink,扭结,67
38405,kinoko komori (my hero academia),小森纪子 (我的英雄学院),14
6216,kintaroe,金塔罗,6
35339,kinzie kensington (saint row),金齐·肯辛顿 (圣罗),2
38396,kirara (genshin impact),基拉拉 (原神),78
132563,kirby,星之卡比,7
36336,kirigaya suguha (sword art online),桐谷直叶 (刀剑神域),100
35500,kiriko (overwatch),kiriko (守望先锋),2128
801,kirin (dbz),麒麟 (数据库),7
28255,kirino kousaka,高坂桐乃,2
1076,kirlia (pokemon),奇鲁莉安 (宝可梦),26
95514,kiruko (tengoku daimakyou),基留子 (天国大魔境),1
26710,kiryu coco (vtuber),桐生可可 (VTuber/虚拟主播),19
38239,kiryuin ragyou (kill la kill),桐生肉汤 (斩服少女),3
79714,kiryuu kikyou (blue archive),桐生桔梗 (蔚蓝档案),9
950,kiryuuin satsuki (kill la kill),鬼龙院皋月 (斩服少女),52
112023,kisara (project engage),基萨拉 (项目参与),2
542,kissing,接吻,6609
7776,kissing cheek,亲吻脸颊,33
28608,kissing neck,亲吻脖子,56
3243,kissing penis,亲吻阴茎,659
4625,kissy,亲吻,47
5139,kissy (warcraft),亲吻的 (魔兽世界),1
37818,kit (undertale),成套工具 (传说之下),1
231129,kit bodega (gameoverse),Kit Bodega (Gameoverse),222
56573,kitakami (kantai collection),北上 (舰队Collection),5
504,kitana (mortal kombat),琪塔娜 (真人快打),234
181517,kitasan black (uma musume),北三黑 (赛马娘),22
3531,kitchen,厨房,121
28675,kitsunami the fennec (sonic),基兹纳米（耳廓狐） (刺猬索尼克),39
5115,kittenvox,小猫沃克斯,74
28524,kitty,Kitty,38
5329,kitty pryde (x-men),幻影猫 (X战警),8
50214,kiyohime (fate),清姬 (Fate系列),1
43348,kizuna ai (vtuber),绊爱 (VTuber/虚拟主播),82
32748,kizuna akari (vocaloid),紲星灯 (VOCALOID),40
37809,klara (pokemon),克拉拉 (宝可梦),19
37574,klaudia valentz (atelier ryza),科洛蒂娅·巴兰茨 (莱莎的炼金工房),13
25772,kneeling oral position,跪口位,816
29044,kneesocks (panty and stocking),及膝袜 (内裤和袜子),27
5499,knife,小刀,54
5948,knife to throat,刀抵喉咙,7
3387,knight,骑士,215
467,knot,成结 / 绳结,2247
3031,knot fucking,打结交配,412
3675,knot pullout,结拉出,236
4316,knotted,打结,728
4318,knotting,成结,1189
26767,knuckles the echidna (sonic),纳克鲁斯 (刺猬索尼克),220
148062,kobo kanaeru (vtuber),Kobo Kanaeru (VTuber/虚拟主播),15
121500,kogara toto (vtuber),小柄十斗 (VTuber/虚拟主播),9
74394,kogasa tatara (touhou),小笠多多良 (东方Project),10
33948,kohaku (drstone),红白 (德斯通),13
37572,koharu (dead or alive),小春 (死或生),18
169165,koharu rikka (voiceroid),小春六花 (VOICEROID),1
146916,koinoya mai (vtuber),恋谷舞 (VTuber/虚拟主播),41
41261,koishi komeiji (touhou),小石小明寺 (东方Project),37
37194,kokkoro (princess connect),科科罗 (公主连结),27
224,kokoro (dead or alive),科科罗 (死或生),144
72809,kokuriko (blue archive),小栗子 (蔚蓝档案),1
135155,koleda belobog (zenless zone zero),珂蕾妲·贝洛伯格 (绝区零),99
27757,konan (naruto),小南 (火影忍者),13
40988,koneko toujou (highschool dxd),小猫东方 (恶魔高校D×D),26
8009,kongfu,功夫,4
43977,konno yuuki (sword art online),绀野佑希 (刀剑神域),8
3622,kono subarashii sekai ni shukufuku wo!,为美好的世界献上祝福！,173
27132,kono subarashii sekai ni syukufuku o,kono subarashii sekai ni syukufuku o,46
4216,koomer,库默,2
4698,koopa,库帕,35
4699,koopa girl,库帕女孩,23
40852,kor (fortnite),科尔 (堡垒之夜),7
6338,korean,韩语,237
148203,korean subtitles,韩语字幕,5
1447,korra,科拉,19
25612,korra (the legend of korra),科拉 (降世神通：科拉传奇),70
37666,korsica (hi fi rush),科西察 (嗨保真热潮),5
37989,kosaka wakamo (blue archive),小坂若茂 (蔚蓝档案),55
145485,koseki bijou (vtuber),古石比珠 (VTuber/虚拟主播),58
118278,koshimizu toru (vtuber),小清水透 (VTuber/虚拟主播),10
535,kotal kahn (mortal kombat),科塔尔汗 (真人快打),18
42253,kotegawa yui (to love-ru),古手川唯 (出包王女),31
116454,kotetsu isane (bleach),虎彻勇音 (死神),2
83084,kotone shiomi (persona),琴音盐见 (女神异闻录),19
4528,european,欧洲,0
26827,atlantis the lost empire,亚特兰蒂斯失落的帝国,0
5821,hana song,哈娜之歌,0
27458,warioware,瓦力欧制造,0
298,red hair,红发,0
41905,clara (honkai star rail),克拉拉 (崩坏：星穹铁道),0
6170,ronin-jelly,浪人果冻,0
32368,sox (lightyear),袜队 (光年),0
37645,bloodrayne,吸血莱恩,0
39056,elesa (pokemon),埃莱萨 (宝可梦),0
5311,mario bros,马里奥兄弟,0
3313,subtitled,有字幕,0
26703,triple blowjob,三重口交,0
1627,baronstrap,baronstrap,0
7005,awwman,哇曼,0
152180,coqui (vtuber),科基 (VTuber/虚拟主播),0
6174,jayewilde,杰维尔德,0
5067,condom,安全套,0
39046,margaret (persona),玛格丽特 (女神异闻录),0
27298,rachnera arachnera (monster musume),拉克涅拉 (魔物娘的相伴日常) (怪物娘),0
11362,isuzu sento (amagi brilliant park),五十铃钱汤 (甘城光辉游乐园),0
480,foot licking,舔脚,0
223734,ramiel (zenless zone zero),拉米尔 (绝区零),0
3889,trapped,被困住,0
3834,cum on floor,地板上精液,0
39384,kotori itsuka (date a live),小鸟五河 (约会大作战),8
62254,kouzuki hiyori (one piece),光月日和 (航海王),1
32734,koyanskaya (fate),科扬斯卡亚 (Fate系列),24
55602,koyomi araragi (bakemonogatari),阿良良木历 (化物语),11
48643,kozeki ui (blue archive),科泽基用户界面 (蔚蓝档案),12
47412,kozuki sana (taimanin rpgx),小月纱奈 (对魔忍RPGX),6
4129,krall,克拉尔,4
28211,krampus,坎卜斯,16
593,kratos (god of war),奎托斯 (战神),58
6652,kreamu,kreamu,1
1746,kreisake,kreisake,3
26714,krillin,磷虾素,21
25555,kris (deltarune),克里斯 (三角符文),144
28697,kristoff bjorgman,克里斯托夫·比约格曼,5
87904,krogan (mass effect),克洛根 (质量效应),75
32699,kronk (emperors new groove),库朗克 (皇帝新槽),1
52548,kronshtadt (azur lane),喀琅施塔得 (碧蓝航线),3
10959,krsytal (star fox),克瑟塔尔 (星际火狐),8
1155,krystal (star fox),库瑞斯托 (星际火狐),447
53865,kuda izuna (blue archive),久田纲 (蔚蓝档案),14
3927,kudoart,荣誉艺术,1
1597,kujikawa rise,久慈川理世,12
118332,kujou nozomi (bleach),九条望 (死神),2
11358,kujou sara (genshin impact),九条裟罗 (原神),286
32408,kuki shinobu (genshin impact),久岐忍 (原神),171
37229,kula diamond (kof),库拉·戴蒙德 (拳皇),20
6579,kumakum,库马库姆,1
6820,kumba,昆巴,2
118080,kuna shiro (bleach),国四郎 (死神),1
38278,kunimitsu (tekken),国光 (铁拳),24
207071,kunimitsu ii (tekken),州光二代 (铁拳),2
529,kunoichi,女忍一,425
664,kunoichi shizuku (naruto),女野市雫 (火影忍者),1
46864,kureiji ollie (vtuber),库雷吉·奥莉 (VTuber/虚拟主播),17
27258,kurenai yuhi (naruto),夕日红 (火影忍者),12
41893,kurisu makise (steins;gate),牧濑红莉栖 (命运石之门),32
42773,kurodate haruna (blue arvhive),黑馆阳菜 (蓝色蜂巢),9
54156,kurokami fubuk (vtuber),黑上富北 (VTuber/虚拟主播),16
2955,kurokihollow,黑木洞,12
116889,kuromi serika (blue archive),黑美芹香 (蔚蓝档案),15
43836,kurosaki koyuki (blue archive),黑崎小雪 (蔚蓝档案),5
37761,kurumi tokisaki (date a live),时崎狂三 (约会大作战),93
28051,kurumu kurono (rosario),黑野黑木 (罗萨里奥),6
36601,kusaki kokoro (genshin impact),草木心 (原神),2
25820,kushina uzumaki (naruto),涡卷玖辛奈 (火影忍者),69
165245,kusuri yakuzen (100kanojo),九利药膳 (超超超超超喜欢你的100个女朋友),23
25534,kuzco (emperors new groove),库斯科 (皇帝新槽),2
33239,kyaru back (princess connect),凯鲁回来 (公主连结),50
29612,kyojuro rengoku (demon slayer),京十郎连石 (鬼灭之刃),1
1775,kyoka jiro (my hero academia),镜花二郎 (我的英雄学院),178
37171,kyoko kirigiri (danganronpa),雾切杏子 (弹丸论破),11
62239,kyoko sasagawa (reborn),笹川恭子 (家庭教师HITMAN REBORN!),1
41898,kyonshi-chan (enarane),恭子酱 (enarane),1
146193,kyougoku satsuki (blue archive),京极五月 (蔚蓝档案),10
50220,kyouka kudou (my happy marriage),工藤京香 (我幸福的婚姻),1
50004,kyouyama kazusa (blue archive),京山和佐 (蔚蓝档案),55
40853,kyra (fortnite),凯拉 (堡垒之夜),8
207227,kyrie (devil may cry),凯里 (鬼泣),11
4492,kyrie canaan (final fantasy),凯里·迦南 (最终幻想),53
1835,l00dd00d,l00dd00d,2
30658,la signora (genshin impact),拉西诺拉 (原神),95
35393,la+ darknesss (vtuber),拉普拉斯·达克尼斯 (VTuber/虚拟主播),17
25566,lab coat,白大褂,28
2487,labia,阴唇,69
3285,labia majora,大阴唇,12
5010,labrador,拉布拉多,6
5384,lace,蕾丝,110
39531,lace (fortnite),蕾丝 (堡垒之夜),40
4556,lace-trimmed legwear,蕾丝边裤袜,20
4557,lace-trimmed thighhighs,蕾丝边过膝袜,20
5151,lactation without expressing,哺乳期不表达,167
86884,ladislava (fire emblem),拉迪斯拉瓦 (火焰纹章),1
1847,lady,女士,35
9923,lady (devil may cry),女士 (鬼泣),90
142695,lady bow (mario),女士弓 (超级马里奥),7
3015,lady bug,瓢虫,10
35716,lady hellbender (marvel),地狱之女 (漫威),6
39623,lady liadrin (world of warcraft),莉亚德琳女士 (魔兽世界),2
209415,lady loki (marvel),女洛基 (漫威),36
3136,lady lustria,露丝翠娅女士,4
118341,lady maria of the astral clocktower (bloodborne),星辰钟塔的玛丽亚女士 (血源诅咒),23
26911,ladydevimon (digimon),女恶魔兽 (数码宝贝),6
45912,lae'zel (baldurs gate),莱埃泽尔 (博德之门),160
141171,laffey (azur lane),拉菲 (碧蓝航线),19
25996,lah (sonic),拉 (刺猬索尼克),7
94964,lakrissa (baldurs gate),拉克里萨 (博德之门),2
29122,lala (monster musume),拉拉 (怪物娘),10
80609,lallawaffle (vtuber),拉拉瓦夫勒 (VTuber/虚拟主播),1
1760,lamb,羔羊,41
4343,lamb (league of legends),羔羊 (英雄联盟),79
5705,lambert,兰伯特,4
3257,lamia,拉米亚/蛇女,123
2175,lamp,灯,9
28394,lana (pokemon),拉娜 (宝可梦),46
430,lana (rikolo),拉娜 (里科洛),1
154533,lanas mother (pokemon),拉纳斯的母亲 (宝可梦),57
3975,lanaya,拉纳亚,5
669,lance alvers (marvel),兰斯·阿尔弗斯 (漫威),1
2346,landidzu,landidzu,5
41216,lanolin the sheep (sonic),绵羊拉诺琳 (刺猬索尼克),64
194069,lantern (honkai impact),灯笼 (崩坏3),2
157773,lanyin reine (vtuber),兰音雷讷 (VTuber/虚拟主播),19
1681,laosduude,劳斯杜德,33
11069,lap dance,膝上舞,163
40054,lapis (fire emblem),Lapis (火焰纹章),5
6576,lapis lazuli (steven universe),青金石 (宇宙小子),68
26949,lapras (pokemon),拉普拉斯 (宝可梦),12
71,lara croft (tomb raider),劳拉·克劳馥 (古墓丽影),2766
149147,larcei (fire emblem),拉尔塞伊 (火焰纹章),1
109546,large breasts,巨乳,2980
6929,large butt,大屁股,47574
4099,large filesize,大文件大小,26
2725,large insertion,巨物插入,802
26098,large tattoo,大纹身,34
3657,large testicles,巨大睾丸,4248
4613,larger dom,更大的 dom,78
3955,larger female,体型较大的女性,1506
2984,larger feral,更大的野性,139
2596,larger futanari,更大的扶他那里,765
2810,larger male,较大的雄性,595
243,serath (paragon),塞拉特 (模范),0
37251,azaan the eternal (paladins),永恒的阿扎安 (枪火游侠),0
11247,tape,胶带,0
73449,german,德语,0
164369,Fujibayashi Naoe (assassins creed),藤林直江 (刺客的信条),0
6649,arawaraw,arawaraw,0
25930,shinji ikari (Evangelion),碇真司 (新世纪福音战士),0
25786,sweaty breasts,汗湿的胸部,0
25470,seer (apex legends),先知 (Apex英雄),0
9156,mama (death stranding),妈妈 (死亡搁浅),0
2992,shy,害羞,0
404,bleach,死神,0
51642,roon (azur lane),罗恩 (碧蓝航线),0
95759,prometheus (honkai impact),普罗米修斯 (崩坏3),0
38961,montgomery gator (fnaf),蒙哥马利鳄鱼 (玩具熊的五夜后宫),0
95779,erdos helia (honkai impact),赫丽娅 (崩坏3) (崩坏3),0
29894,Yunyun (Kono Subarashii),云云 (为美好的世界献上祝福！),0
26406,nurse redheart,护士红心,0
4927,no humans,无人类,0
75084,hanya (honkai star rail),哈尼亚 (崩坏：星穹铁道),0
38380,natsuki (doki doki literature club),夏希 (心跳文学部),0
56828,sun wukong (rwby),孙悟空 (RWBY),0
42251,w (arknights),草 (明日方舟),0
5065,no panties under skirt,裙子下没有内裤,0
6196,princessleia,莱娅公主,0
6479,larger penetrated,更大的渗透,93
50185,laruen winter (heavy rain),拉伦温特 (暴雨),1
197010,larxene (kingdom hearts),拉克希妮 (王国之心),3
1336,latex,乳胶,767
25547,latex suit,乳胶紧身衣,237
4834,latias,拉帝亚斯,13
5624,latin,拉丁语,8
3340,latina,拉丁,441
5625,latino,拉丁裔,60
4835,latios,拉帝欧斯,9
25793,laugh,笑,169
190412,lauma (genshin impact),劳马 (原神),146
36059,launch (dbz),发射 (数据库),18
150452,laura (vindictus),劳拉 (复仇),1
4242,laura here,劳拉在这里,1
147,laura matsuda (street fighter),劳拉·松田 (街头霸王),47
2985,lava,岩浆,8
32531,lavenza (persona),拉文扎 (女神异闻录),5
4910,laying back,躺着,239
37167,layla (genshin impact),莱拉 (原神),65
26938,layla (mobile legends bang bang),莱拉 (移动传奇爆炸),3
114858,layla (winx club),莱拉 (魔法俏佳人),3
42392,le malin (azur lane),勒马林 (碧蓝航线),27
28453,leaf,叶子,14
25901,leaf (pokemon),叶子 (宝可梦),18
26557,leafeon,叶伊布,40
3110,league of legends,英雄联盟,1511
5828,leaking cum,泄漏暨,802
25871,leash,牵引绳,252
1481,leather,皮革,199
5857,leather boots,皮靴,127
5575,leather gloves,皮手套,75
5094,leather jacket,皮夹克,40
36970,leavanny (pokemon),保母虫 (宝可梦),1
2698,leaves,叶子,3
32695,leblanc (league of legends),勒布朗 (英雄联盟),14
570,lebreau (final fantasy),勒布罗 (最终幻想),8
295,lee kanker (ed edd n eddy),李·坎克 (艾德、艾德和艾迪),8
2288,leech,水蛭,17
43250,leelah (fortnite),莉拉 (堡垒之夜),38
1722,leeterr,leeterr,31
4183,left 4 dead,求生之路,49
2003,leg lift,抬腿,122
1834,leg lock,腿交,621
4542,leg on table,腿放在桌子上,19
7008,leg over head,腿过头,2
7009,leg over partner's shoulder,腿越过伙伴的肩膀,1
7010,leg over shoulder,腿越肩,8
5365,leg slider position,腿部滑块位置,6
2004,leg up,抬腿,1350
26980,legend of queen opala,奥帕拉女王传说,19
5103,legendary pokémon,传说中的神奇宝贝,10
3084,leggings,紧身裤,409
25823,legion commander (dota),军团指挥官 (刀塔),2
31783,legjob,腿部工作,78
9623,legoshi (beastars),雷格西 (动物狂想曲),44
5011,legosi (beastars),莱戈西 (动物狂想曲),2
2391,legretta,莱格雷塔,16
6659,legs apart,张开腿,1058
7777,legs around waist,双腿绕腰,75
4538,legs behind head,脚架在脑后,46
5453,legs crossed,双腿交叉,55
5321,legs held open,双腿张开,699
6296,legs together,并拢双腿,99
1418,legs up,抬腿,2328
2671,legwear,裤袜,130
25549,lei fang (dead or alive),丽凤 (死或生),90
28296,leixia (soul calibur),雷霞 (灵魂能力),3
148943,lele (pokemon),乐乐 (宝可梦),1
89,leliana (dragon age),莱利亚娜 (龙腾世纪),14
27809,len kagamine (vocaloid),镜音连 (VOCALOID),41
2956,leni loud (the loud house),莱妮·劳德 (劳德之家) (喧闹一家亲),19
113730,lenneth (final fantasy),伦内斯 (最终幻想),7
3120,leo greystone,狮子座灰石,15
26915,leomon,狮子兽,7
26770,leon,莱昂,1
406,leon kennedy (resident evil),莱昂·肯尼迪 (生化危机),496
5819,leon scott kennedy,莱昂·斯科特·肯尼迪,38
25977,leona (league of legends),利昂娜 (英雄联盟),18
27721,leona heidern (the king of fighters),莉安娜·哈迪兰 (拳皇),67
120429,leonardo da vinci (fate),列奥纳多·达·芬奇 (Fate系列),15
42236,leonie (fire emblem),莱奥妮 (火焰纹章),8
2951,leotard,紧身连体衣,209
3959,leotard aside,侧拨紧身衣,54
3960,leotard pull,提紧身衣,1
43,lesbian,女同性恋,5501
4256,lesbian with male,女同与男性,741
1919,lesdias,莱斯迪亚斯,18
679,leslie (stoked),莱斯利 (激起),1
5706,letho,雷索,1
150428,lethor (vindictus),莱索尔 (复仇),1
5594,letterbox,信箱,3
150443,letty (vindictus),莱蒂 (复仇),1
29584,levi ackerman (attack on titan),利维·阿克曼 (进击的巨人),12
6438,levy mcgarden,蕾比·马库嘎登,5
1920,lewd dewd,淫露露,6
1878,lewdmelissa,淫荡梅丽莎,27
4518,lewdrex,卢德雷克斯,1
45128,lewdtias (original),路易蒂亚斯 (原创),1
3076,lex (paladins),莱克斯 (枪火游侠),1
142917,lexa harbringer (fortnite),雷克萨哈布林格 (堡垒之夜),47
25569,lezdom,女同性恋统治,36
87879,li mei (mortal kombat),李梅 (真人快打),11
45210,li shang (mulan),礼尚 (木兰),2
36262,li sushang (honkai star rail),李素裳 (崩坏：星穹铁道),56
493,li-ming (diablo),李敏 (暗黑破坏神),5
3308,lian (paladins),连 (枪火游侠),4
9983,liara t'soni (mass effect),莉亚拉·T·苏尼 (质量效应),575
40,licker (resident evil),舔者 (生化危机),179
1782,licking,舔,3662
74279,licking ear,舔耳朵,30
6439,licking foot,舔脚,100
4356,licking glass,舔玻璃,2
2658,licking lips,舔嘴唇,96
3032,licking neck,舔脖子,30
2482,licking penis,舔阴茎,3057
6440,licking soles,舔脚底,11
4821,licking underwear,舔内衣,8
26999,lickitung,大舌头,2
36154,lidia sobieska (tekken),丽迪雅·索别斯卡 (铁拳) (铁拳),38
243,serath (paragon),塞拉特 (模范),0
37251,azaan the eternal (paladins),永恒的阿扎安 (枪火游侠),0
11247,tape,胶带,0
73449,german,德语,0
164369,Fujibayashi Naoe (assassins creed),藤林直江 (刺客的信条),0
6649,arawaraw,arawaraw,0
25930,shinji ikari (Evangelion),碇真司 (新世纪福音战士),0
25786,sweaty breasts,汗湿的胸部,0
25470,seer (apex legends),先知 (Apex英雄),0
9156,mama (death stranding),妈妈 (死亡搁浅),0
2992,shy,害羞,0
404,bleach,死神,0
51642,roon (azur lane),罗恩 (碧蓝航线),0
95759,prometheus (honkai impact),普罗米修斯 (崩坏3),0
38961,montgomery gator (fnaf),蒙哥马利鳄鱼 (玩具熊的五夜后宫),0
95779,erdos helia (honkai impact),赫丽娅 (崩坏3) (崩坏3),0
29894,Yunyun (Kono Subarashii),云云 (为美好的世界献上祝福！),0
26406,nurse redheart,护士红心,0
4927,no humans,无人类,0
75084,hanya (honkai star rail),哈尼亚 (崩坏：星穹铁道),0
38380,natsuki (doki doki literature club),夏希 (心跳文学部),0
56828,sun wukong (rwby),孙悟空 (RWBY),0
42251,w (arknights),草 (明日方舟),0
5065,no panties under skirt,裙子下没有内裤,0
6196,princessleia,莱娅公主,0
46518,life drain,生命流失,235
4993,lifeguard (lilo and stitch),救生员 (充气娃娃和缝合),21
5421,lifeline,生命线,6
25474,lifeline (apex legends),生命线 (Apex英雄),55
4392,lifting,举起,302
4973,light,光,13
7022,light body,轻体,87
5942,light brown hair,浅棕色头发,19
86349,light cruiser demon (kantai),轻巡洋舰恶魔 (舰队),8
2673,light skin,浅色皮肤,892
9567,light skinned female,浅肤色女性,2706
7734,light skinned futanari,浅肤色 futanari,884
8518,light skinned male,浅肤色男性,1266
2672,light-skinned female,浅肤色女性,470
3876,light-skinned male,浅肤色男性,235
2531,lightforged draenei (world of warcraft),光铸德莱尼 (魔兽世界),51
706,lightning (final fantasy),闪电 (最终幻想),101
5957,lights off,灯灭,9
3637,lightsaber,光剑,21
1703,LikkeZG,点赞ZG,9
53661,liko (pokemon),利科 (宝可梦),16
38513,lila decyrus (atelier),莉拉·德西亚斯 (工作室),21
338,lili rochefort (tekken),莉莉·罗什福尔 (铁拳),394
3934,lilith (borderlands),莉莉丝 (边境地区),40
39570,lilith (diablo 4),莉莉丝 (暗黑破坏神4),51
111375,lilith (one piece),莉莉丝 (航海王),21
123498,lilith clawthorne (owl house),莉莉丝·克劳索恩 (猫头鹰屋),1
35398,lilith clawthorne (the owl house),莉莉丝·克劳索恩 (奇幻猫头鹰小屋),3
80284,liliya olenyeva (honkai impact),莉莉娅·阿琳 (崩坏3),19
11121,lillia (league of legends),莉莉亚 (英雄联盟),40
4028,lillie,莉莉,48
132764,lillie (pokemon),莉莉 (宝可梦),10
38185,lily (spy classroom),百合 (间谍教室),6
189494,lily artemis ii (stellar blade),百合阿耳忒弥斯二世 (星刃),73
113040,lilynette gingerbuck (bleach),莉莉妮特·金杰巴克 (死神),2
44791,limp dick after sex,性交后鸡巴变得软弱,6
1429,lina,丽娜,9
26048,lina (dota),丽娜 (刀塔),17
25671,lincoln loud (the loud house),林肯·劳德 (喧闹一家亲),14
3018,lincugunnis,林库古尼斯,1
25628,lindsay (total drama island),林赛 (总戏剧岛),5
5068,lineup,队列,5
59254,ling (arknights),令 (明日方舟),4
270,ling xiaoyu (tekken),凌晓雨 (铁拳),51
690,lingerie,女式内衣,2060
129162,lingsha (honkai star rail),菱纱 (崩坏：星穹铁道),95
145728,lingyuan yousa (vtuber),凌源游萨 (VTuber/虚拟主播),170
54804,linia dedoldia (mushoku tensei),莉妮亚·德路迪亚 (无职转生),5
75,link (zelda),林克 (塞尔达传说),752
550,linkle (the legend of zelda),琳克尔 (塞尔达传说),153
70769,lio fotia (promare),里奥·艾博提亚 (普罗米亚),1
28272,lion,狮子,73
26749,lioness,母狮,36
4858,lip biting,咬嘴唇,51
2483,lips,嘴唇,196
2552,lipstick,口红,691
2130,lipstick mark,唇印,189
3327,lipstick on balls,球上的口红,34
2131,lipstick on penis,阴茎上的口红,195
4081,lipstick smear,口红涂抹,26
27993,lisa,丽莎,12
10660,lisa (genshin impact),丽莎 (原神),571
65,lisa hamilton (dead or alive),丽莎·汉密尔顿 (死或生),134
34059,lisa silverman (megami tensei),丽莎·席尔瓦曼 (女神转生),6
1069,lisa simpson (the simpsons),丽莎·辛普森 (辛普森一家),17
54696,lisanna strauss (fairy tail),丽莎娜·斯特劳斯 (妖精的尾巴),4
26381,lissandra,丽桑卓,2
98400,lissandra (league of legends),丽桑卓 (英雄联盟),3
574,little mermaid,小美人鱼,5
26474,little red riding hood,小红帽,13
27158,little witch academia,小魔女学园,9
56748,liv morgan (wwe),丽芙·摩根 (WWE),4
6441,living clothes,活体衣物,33
4319,living sex toy,活体性玩具,272
210801,livith (bobabamory),利维思 (博巴巴莫里),1
4196,lixena,利塞纳,1
1484,liz,丽兹,8
4734,liz (big green),丽兹 (大绿),3
154,liza snow (far cry),丽莎雪诺 (孤岛惊魂),44
890,lizard,蜥蜴,329
5274,lizard (petruz),蜥蜴 (彼得鲁兹),7
4735,lizard girl,蜥蜴女孩,217
26194,lizard guy,蜥蜴人,6
415,lizardman,蜥蜴人,391
43792,lize helesta (vtuber),莉泽·赫露艾斯塔 (VTuber/虚拟主播),31
26072,lizzy stride (dishonered),丽兹大步 (受辱的),1
113757,llymlaen (final fantasy),利姆莱恩 (最终幻想),10
39510,lo (paladins),罗 (枪火游侠),1
38257,lo chan (original),老陈 (原创),15
3153,loba (apex legends),珞巴族 (Apex英雄),670
11278,lobelia (dead or alive),半边莲 (死或生),28
45708,lobo roxanne (fnaf),洛博·罗克珊 (玩具熊的五夜后宫),3
4200,locker room,更衣室,192
1248,lockheart,lockheart,1
147354,lofi girl (original),Lofi Girl (原创),5
29324,loid forger (spy x family),类物质伪造者 (间谍过家家),49
636,lois griffin (family guy),露易丝·格里芬 (恶搞之家),67
27525,lois lane,露易丝·莱恩,47
32470,loki (marvel),洛基 (漫威),105
7567,lola bunny (looney tunes),萝拉兔 (乐一通),156
25692,lola loud (the loud house),萝拉·劳德 (喧闹一家亲),3
43557,lolita (mobile legends bang bang),洛丽塔 (移动传奇爆炸),9
27306,lollipop chainsaw,电锯糖心,12
6823,lombax,隆巴克斯,34
5447,long ass,长屁股,8
5605,long breasts,长胸,33
4998,long cock,长鸡巴,5970
2019,long ears,长耳朵,127
1047,long hair,长发,4747
6873,long legs,长腿,210
10040,long movie,长电影,50
4874,long nails,长指甲,72
2699,long nipples,长乳头,40
5595,long playtime,游戏时间长,118
5064,long socks,长袜,38
824,long tongue,长舌,427
5528,long video,长视频,1123
1536,looking at another,看向他人,272
4952,looking at partner,寻找合作伙伴,2371
3804,looking at penis,盯着阴茎,574
4528,european,欧洲,0
26827,atlantis the lost empire,亚特兰蒂斯失落的帝国,0
5821,hana song,哈娜之歌,0
27458,warioware,瓦力欧制造,0
298,red hair,红发,0
41905,clara (honkai star rail),克拉拉 (崩坏：星穹铁道),0
6170,ronin-jelly,浪人果冻,0
32368,sox (lightyear),袜队 (光年),0
37645,bloodrayne,吸血莱恩,0
39056,elesa (pokemon),埃莱萨 (宝可梦),0
5311,mario bros,马里奥兄弟,0
3313,subtitled,有字幕,0
26703,triple blowjob,三重口交,0
1627,baronstrap,baronstrap,0
7005,awwman,哇曼,0
152180,coqui (vtuber),科基 (VTuber/虚拟主播),0
6174,jayewilde,杰维尔德,0
5067,condom,安全套,0
39046,margaret (persona),玛格丽特 (女神异闻录),0
27298,rachnera arachnera (monster musume),拉克涅拉 (魔物娘的相伴日常) (怪物娘),0
11362,isuzu sento (amagi brilliant park),五十铃钱汤 (甘城光辉游乐园),0
480,foot licking,舔脚,0
223734,ramiel (zenless zone zero),拉米尔 (绝区零),0
3889,trapped,被困住,0
3834,cum on floor,地板上精液,0
2197,looking at viewer,注视观众,26934
5046,looking away,望向别处,87
2374,looking back,回头看,1567
2917,looking down,向下看,221
3287,looking to the side,向侧面看,22
1537,looking up,向上看,152
6917,loona (helluva boss),卢纳 (极恶老大),989
7568,looney tunes,乐一通,30
360,loop,循环,12692
47216,lopette (pokemon),洛佩特 (宝可梦),1
1585,lopunny,长耳兔,66
10792,lopunny (pokemon),长耳兔 (宝可梦),380
1348,lord dominator (wander over yonder),统治者勋爵 (宇宙小奇兵),39
42602,lord farquaad (shrek),法夸德勋爵 (史瑞克),3
2092,lorelei (borderlands),罗蕾莱 (边境地区),1
62259,lorenor zorro (one piece),洛雷诺·佐罗 (航海王),3
1858,lorgegucas,洛尔赫古卡斯,17
25691,lori loud (the loud house),萝莉·劳德 (喧闹一家亲),29
6128,lotion,润滑乳,23
59889,louis (left 4 dead),路易斯 (求生之路),8
80109,lovander (palworld),拉布拉多 (幻兽帕鲁),152
401,love train,爱之列车,41
43249,lovely (fortnite),迷人的 (堡垒之夜),6
28258,low bestiality,低兽交,3
4100,low-tied long hair,低扎长发,15
200015,lu shaotang (sakamoto days),卢少堂 (坂本日常),2
137343,luanne platter (king of the hill),卢安拼盘 (决胜巅峰),2
5736,lube,润滑剂,70
925,lucario (pokemon),路卡利欧 (宝可梦),346
69719,lucia (gta 6),露西娅 (侠盗猎车手6),8
203468,lucia (zenless zone zero),露西娅 (绝区零),54
150728,lucia junius (final fantasy),露西亚·朱尼厄斯 (最终幻想),4
42038,lucian (league of legends),卢西恩 (英雄联盟),6
139242,luciana de montefio (zenless zone zero),露西安娜·德·蒙特菲奥 (绝区零),152
32472,lucifer (helltaker),路西法 (Helltaker),47
